"product_name","stock_available","predicted_quantity","shortage","peak_month","seasonal_note"
"Whirlpool Series 109",203,1161,958,"January","Mostly required in January"
"Samsung Ultra 138",38,996,958,"January","Mostly required in January"
"Dell Model 506",37,994,957,"February","Mostly required in February"
"Reebok Ultra 509",314,1271,957,"January","Mostly required in January"
"Boat Ultra 36",60,1017,957,"January","Mostly required in January"
"Boat Edition 269",118,1075,957,"January","Mostly required in January"
"Puma Series 10",107,1063,956,"March","Mostly required in March"
"Prestige Edition 397",299,1254,955,"January","Mostly required in January"
"Sony Edition 17",245,1200,955,"January","Mostly required in January"
"Sony Series 413",116,1071,955,"January","Mostly required in January"
"Adidas Model 247",49,1003,954,"August","Mostly required in August"
"Whirlpool Prime 533",115,1067,952,"January","Mostly required in January"
"Reebok Edition 67",82,1034,952,"January","Mostly required in January"
"Boat Prime 331",151,1102,951,"July","Mostly required in July"
"Redmi Ultra 207",243,1194,951,"January","Mostly required in January"
"Apple Ultra 183",104,1055,951,"January","Mostly required in January"
"Adidas Prime 775",6,957,951,"January","Mostly required in January"
"Sony Series 544",163,1113,950,"January","Mostly required in January"
"Puma Ultra 734",233,1182,949,"January","Mostly required in January"
"Samsung Ultra 680",824,1773,949,"January","Mostly required in January"
"Apple Series 606",55,1004,949,"January","Mostly required in January"
"Reebok Model 139",47,996,949,"June","Mostly required in June"
"Adidas Prime 595",290,1238,948,"September","Mostly required in September"
"Sony Prime 236",109,1056,947,"January","Mostly required in January"
"Puma Model 154",182,1129,947,"January","Mostly required in January"
"Puma Model 245",276,1223,947,"January","Mostly required in January"
"Reebok Prime 402",350,1296,946,"January","Mostly required in January"
"Boat Model 947",770,1716,946,"January","Mostly required in January"
"LG Edition 564",322,1267,945,"January","Mostly required in January"
"Samsung Edition 912",439,1384,945,"January","Mostly required in January"
"Whirlpool Model 211",243,1187,944,"January","Mostly required in January"
"Prestige Ultra 283",97,1041,944,"January","Mostly required in January"
"Reebok Edition 753",883,1827,944,"January","Mostly required in January"
"Philips Edition 613",392,1334,942,"January","Mostly required in January"
"Adidas Model 14",112,1054,942,"January","Mostly required in January"
"Puma Model 815",97,1038,941,"January","Mostly required in January"
"Adidas Series 653",134,1075,941,"January","Mostly required in January"
"Philips Ultra 587",57,997,940,"July","Mostly required in July"
"Whirlpool Model 380",469,1408,939,"January","Mostly required in January"
"Adidas Edition 725",79,1017,938,"January","Mostly required in January"
"Whirlpool Model 718",338,1275,937,"January","Mostly required in January"
"Puma Edition 808",68,1005,937,"January","Mostly required in January"
"Redmi Series 499",247,1183,936,"January","Mostly required in January"
"Nike Series 351",184,1120,936,"February","Mostly required in February"
"Samsung Model 583",34,970,936,"January","Mostly required in January"
"Reebok Series 710",283,1219,936,"April","Mostly required in April"
"Nike Ultra 388",469,1404,935,"January","Mostly required in January"
"Dell Edition 243",30,965,935,"January","Mostly required in January"
"LG Prime 713",366,1301,935,"January","Mostly required in January"
"Adidas Model 666",42,976,934,"February","Mostly required in February"
"Apple Model 941",53,987,934,"January","Mostly required in January"
"LG Model 754",81,1014,933,"January","Mostly required in January"
"Philips Edition 119",154,1087,933,"January","Mostly required in January"
"Redmi Prime 320",30,962,932,"August","Mostly required in August"
"HP Series 572",211,1142,931,"January","Mostly required in January"
"Nike Model 153",23,953,930,"January","Mostly required in January"
"Dell Series 188",131,1061,930,"August","Mostly required in August"
"Redmi Ultra 270",22,952,930,"January","Mostly required in January"
"Reebok Edition 394",836,1766,930,"January","Mostly required in January"
"Whirlpool Edition 618",105,1035,930,"January","Mostly required in January"
"HP Prime 827",30,960,930,"March","Mostly required in March"
"Philips Series 990",45,974,929,"January","Mostly required in January"
"Samsung Model 29",598,1527,929,"January","Mostly required in January"
"Prestige Prime 342",669,1596,927,"January","Mostly required in January"
"Apple Edition 222",440,1366,926,"January","Mostly required in January"
"Reebok Edition 48",271,1197,926,"January","Mostly required in January"
"Prestige Edition 315",171,1097,926,"November","Mostly required in November"
"Redmi Model 207",12,937,925,"January","Mostly required in January"
"Apple Prime 219",310,1235,925,"January","Mostly required in January"
"HP Ultra 397",683,1607,924,"January","Mostly required in January"
"Sony Ultra 90",134,1057,923,"January","Mostly required in January"
"Nike Series 130",940,1863,923,"January","Mostly required in January"
"Philips Ultra 264",336,1259,923,"January","Mostly required in January"
"Dell Ultra 564",193,1116,923,"January","Mostly required in January"
"Philips Series 503",890,1812,922,"January","Mostly required in January"
"Adidas Ultra 208",91,1012,921,"January","Mostly required in January"
"Philips Model 603",98,1019,921,"January","Mostly required in January"
"Nike Edition 385",174,1095,921,"June","Mostly required in June"
"Puma Edition 984",119,1039,920,"January","Mostly required in January"
"LG Series 857",75,994,919,"July","Mostly required in July"
"HP Model 180",280,1199,919,"January","Mostly required in January"
"Sony Model 763",103,1021,918,"January","Mostly required in January"
"Puma Prime 148",277,1194,917,"January","Mostly required in January"
"LG Series 467",52,966,914,"January","Mostly required in January"
"Apple Model 52",60,974,914,"January","Mostly required in January"
"Prestige Edition 196",90,1003,913,"April","Mostly required in April"
"Boat Series 327",563,1476,913,"January","Mostly required in January"
"Nike Ultra 289",194,1107,913,"January","Mostly required in January"
"Whirlpool Series 742",583,1495,912,"January","Mostly required in January"
"Nike Prime 980",118,1030,912,"January","Mostly required in January"
"Adidas Series 178",270,1182,912,"January","Mostly required in January"
"Prestige Ultra 965",56,968,912,"January","Mostly required in January"
"Samsung Model 249",426,1337,911,"January","Mostly required in January"
"Prestige Edition 869",284,1195,911,"November","Mostly required in November"
"Adidas Edition 158",390,1299,909,"January","Mostly required in January"
"Sony Ultra 96",98,1007,909,"November","Mostly required in November"
"HP Model 454",86,994,908,"January","Mostly required in January"
"HP Prime 184",149,1057,908,"January","Mostly required in January"
"HP Ultra 923",148,1055,907,"January","Mostly required in January"
"Philips Model 181",84,991,907,"January","Mostly required in January"
"Philips Series 296",437,1343,906,"January","Mostly required in January"
"Whirlpool Series 525",293,1198,905,"January","Mostly required in January"
"Reebok Ultra 728",84,989,905,"January","Mostly required in January"
"Adidas Ultra 966",29,934,905,"January","Mostly required in January"
"Boat Ultra 967",313,1218,905,"January","Mostly required in January"
"Adidas Prime 615",214,1118,904,"January","Mostly required in January"
"Prestige Prime 895",776,1679,903,"January","Mostly required in January"
"Redmi Series 231",614,1517,903,"December","Mostly required in December"
"Boat Ultra 354",275,1178,903,"January","Mostly required in January"
"Samsung Series 307",233,1135,902,"April","Mostly required in April"
"Prestige Series 791",63,965,902,"June","Mostly required in June"
"Samsung Edition 155",16,918,902,"January","Mostly required in January"
"Puma Series 50",374,1276,902,"January","Mostly required in January"
"Philips Ultra 471",142,1043,901,"January","Mostly required in January"
"Whirlpool Prime 775",626,1527,901,"January","Mostly required in January"
"Philips Model 600",18,918,900,"April","Mostly required in April"
"LG Model 737",107,1007,900,"July","Mostly required in July"
"Apple Ultra 983",410,1309,899,"January","Mostly required in January"
"Adidas Model 766",160,1058,898,"July","Mostly required in July"
"Prestige Series 673",270,1168,898,"January","Mostly required in January"
"HP Edition 971",296,1194,898,"January","Mostly required in January"
"Redmi Ultra 776",675,1573,898,"January","Mostly required in January"
"Dell Model 395",24,922,898,"July","Mostly required in July"
"Redmi Edition 350",241,1138,897,"January","Mostly required in January"
"Puma Edition 656",91,988,897,"January","Mostly required in January"
"Puma Prime 604",666,1562,896,"January","Mostly required in January"
"Redmi Prime 882",571,1467,896,"January","Mostly required in January"
"Nike Series 675",730,1626,896,"January","Mostly required in January"
"Nike Ultra 148",309,1204,895,"April","Mostly required in April"
"Dell Series 196",98,993,895,"January","Mostly required in January"
"Reebok Prime 176",476,1371,895,"January","Mostly required in January"
"Samsung Ultra 419",599,1491,892,"January","Mostly required in January"
"Sony Ultra 740",21,912,891,"January","Mostly required in January"
"Whirlpool Prime 376",382,1273,891,"January","Mostly required in January"
"Dell Prime 634",88,979,891,"January","Mostly required in January"
"Reebok Prime 124",164,1055,891,"January","Mostly required in January"
"Dell Series 945",33,924,891,"March","Mostly required in March"
"Adidas Prime 119",406,1296,890,"January","Mostly required in January"
"Puma Edition 111",39,928,889,"October","Mostly required in October"
"HP Prime 902",179,1068,889,"January","Mostly required in January"
"Reebok Edition 956",192,1080,888,"January","Mostly required in January"
"HP Ultra 477",192,1080,888,"January","Mostly required in January"
"Apple Edition 160",284,1171,887,"January","Mostly required in January"
"HP Ultra 261",237,1124,887,"January","Mostly required in January"
"Adidas Model 475",46,933,887,"May","Mostly required in May"
"Redmi Prime 660",511,1398,887,"January","Mostly required in January"
"Adidas Model 145",258,1144,886,"January","Mostly required in January"
"Adidas Edition 189",244,1130,886,"January","Mostly required in January"
"Redmi Prime 893",381,1266,885,"January","Mostly required in January"
"Samsung Series 498",899,1784,885,"January","Mostly required in January"
"LG Prime 18",476,1361,885,"January","Mostly required in January"
"Samsung Series 727",49,932,883,"April","Mostly required in April"
"Philips Series 306",772,1654,882,"January","Mostly required in January"
"Samsung Series 377",14,896,882,"January","Mostly required in January"
"Whirlpool Model 326",44,926,882,"January","Mostly required in January"
"Philips Series 19",191,1073,882,"January","Mostly required in January"
"Samsung Ultra 395",5,887,882,"June","Mostly required in June"
"Whirlpool Model 525",469,1350,881,"February","Mostly required in February"
"Nike Model 584",26,906,880,"January","Mostly required in January"
"Redmi Series 460",19,898,879,"January","Mostly required in January"
"HP Edition 516",387,1266,879,"January","Mostly required in January"
"Adidas Ultra 651",427,1305,878,"January","Mostly required in January"
"Boat Model 884",350,1228,878,"January","Mostly required in January"
"HP Edition 480",32,909,877,"January","Mostly required in January"
"Philips Edition 343",269,1146,877,"January","Mostly required in January"
"Whirlpool Prime 802",48,925,877,"January","Mostly required in January"
"Sony Model 127",122,999,877,"January","Mostly required in January"
"LG Prime 842",1,877,876,"October","Mostly required in October"
"Prestige Edition 340",389,1264,875,"January","Mostly required in January"
"Adidas Model 665",334,1209,875,"January","Mostly required in January"
"Nike Edition 697",382,1257,875,"January","Mostly required in January"
"HP Prime 58",446,1321,875,"January","Mostly required in January"
"Philips Ultra 908",349,1224,875,"January","Mostly required in January"
